README FIRST
-----
Fields:

Registration date
Total usage time	(in hours)
Pets				(YES or NO)
Carpet score		(1 to 9)
Sent for repair		(YES or NO)
Failure date
Battery, Impact sensor and IR sensor status	(OK or Damage)
----
Registration date,Total usage time,Pets,Carpet score,Sent for repair,Failure date,Battery status,Impact status,IR status
9Jul2019,129,NO,5,NO,---,---,---,---
24Jul2019,428,YES,4,NO,---,---,---,---
28Apr2016,518,NO,1,YES,6Oct2017,OK,OK,Damage
5Dec2019,64,YES,5,NO,---,---,---,---
4May2015,1041,NO,2,YES,20Oct2019,OK,OK,OK
8Aug2017,1542,YES,5,NO,---,---,---,---
3Jun2019,509,YES,6,NO,---,---,---,---
3Jan2016,1623,NO,3,YES,22Jun2019,OK,OK,Damage
11Dec2017,706,NO,2,NO,---,---,---,---
11Sep2015,1610,NO,3,NO,---,---,---,---
31Aug2019,162,NO,4,NO,---,---,---,---
17Jun2016,2843,YES,4,NO,---,---,---,---
5May2016,1289,NO,3,NO,---,---,---,---
3Sep2016,1935,YES,4,YES,24May2018,Damage,OK,OK
30Jan2016,3063,YES,2,YES,11Sep2019,OK,Damage,OK
26Jul2015,1938,NO,4,NO,---,---,---,---
3May2019,415,YES,1,NO,---,---,---,---
16Aug2018,510,NO,4,NO,---,---,---,---
5Sep2019,80,NO,5,NO,---,---,---,---
12Aug2019,369,YES,4,NO,---,---,---,---
20Jul2015,1212,NO,3,NO,---,---,---,---
23Aug2016,2023,YES,3,NO,---,---,---,---
1Sep2018,1280,YES,1,YES,21Oct2019,Damage,OK,OK
30Sep2015,2012,YES,4,NO,---,---,---,---
9Jul2018,637,NO,5,NO,---,---,---,---
5Jul2015,1781,NO,4,NO,---,---,---,---
31Jan2018,560,YES,7,NO,---,---,---,---
24Nov2018,833,YES,2,NO,---,---,---,---
22Nov2017,726,NO,4,NO,---,---,---,---
24Jul2017,1635,YES,2,NO,---,---,---,---
9Jun2016,1330,NO,2,NO,---,---,---,---
21Feb2015,2360,YES,3,YES,15Feb2019,Damage,OK,OK
20Jul2016,1375,NO,1,NO,---,---,---,---
3Apr2017,841,NO,3,NO,---,---,---,---
9Jun2015,2603,YES,2,YES,21Dec2018,Damage,OK,OK
2Jul2017,1879,YES,1,NO,---,---,---,---
30Dec2019,2,NO,5,NO,---,---,---,---
31Dec2015,2262,YES,2,NO,---,---,---,---
8Jul2019,79,NO,6,NO,---,---,---,---
22Jul2015,239,NO,3,NO,---,---,---,---
11Jan2018,1163,YES,3,NO,---,---,---,---
16Aug2016,1272,NO,4,NO,---,---,---,---
22Apr2019,218,NO,3,NO,---,---,---,---
16Mar2016,1129,NO,3,NO,---,---,---,---
2Jul2016,1001,YES,3,NO,---,---,---,---
1Apr2016,1364,YES,3,NO,---,---,---,---
27Jul2018,409,NO,3,NO,---,---,---,---
20Jan2015,1171,NO,3,NO,---,---,---,---
17Feb2017,1049,YES,3,NO,---,---,---,---
15Mar2017,800,NO,4,NO,---,---,---,---
31Mar2018,922,NO,2,NO,---,---,---,---
22Feb2019,671,YES,2,NO,---,---,---,---
29Nov2017,649,NO,3,NO,---,---,---,---
20May2019,129,NO,3,NO,---,---,---,---
2Jun2016,1534,YES,3,YES,18Aug2018,Damage,OK,OK
27Nov2019,36,NO,3,NO,---,---,---,---
17Dec2018,381,YES,3,NO,---,---,---,---
9Jan2018,1630,YES,2,NO,---,---,---,---
22Jan2019,218,NO,6,NO,---,---,---,---
25Sep2015,2003,YES,2,YES,27Oct2017,Damage,OK,OK
16Apr2016,2397,YES,1,YES,28Jun2018,Damage,OK,OK
18Jun2018,777,NO,1,NO,---,---,---,---
18Jul2016,1670,YES,2,NO,---,---,---,---
28Apr2019,531,YES,2,NO,---,---,---,---
28May2018,779,NO,3,NO,---,---,---,---
7Nov2019,69,NO,4,NO,---,---,---,---
15Aug2015,983,NO,2,NO,---,---,---,---
16Dec2018,191,NO,3,NO,---,---,---,---
18Oct2017,933,YES,4,NO,---,---,---,---
11Aug2019,263,YES,4,NO,---,---,---,---
1Jun2016,842,NO,2,NO,---,---,---,---
7May2018,1240,YES,2,NO,---,---,---,---
12Dec2015,797,YES,3,YES,2Oct2016,Damage,OK,OK
3Jul2015,1115,NO,3,NO,---,---,---,---
1Feb2016,770,NO,1,NO,---,---,---,---
22Dec2015,2207,NO,2,NO,---,---,---,---
21Apr2015,1006,NO,4,NO,---,---,---,---
7Nov2019,43,NO,2,NO,---,---,---,---
8Apr2016,1574,NO,3,NO,---,---,---,---
18Oct2018,750,YES,1,NO,---,---,---,---
21Dec2016,610,NO,5,NO,---,---,---,---
5Apr2016,1652,NO,3,NO,---,---,---,---
25Dec2018,774,YES,3,NO,---,---,---,---
14Mar2016,2088,YES,3,YES,19Nov2018,Damage,OK,OK
1Oct2015,2895,YES,3,NO,---,---,---,---
23Nov2015,947,NO,3,NO,---,---,---,---
9Sep2019,107,NO,2,NO,---,---,---,---
17Oct2017,496,NO,4,NO,---,---,---,---
24Aug2018,639,NO,2,NO,---,---,---,---
2Jan2017,744,YES,3,NO,---,---,---,---
18Feb2016,1995,YES,3,YES,2Dec2017,Damage,OK,OK
13Nov2015,1491,NO,5,NO,---,---,---,---
15Dec2019,46,YES,1,NO,---,---,---,---
9Jun2019,182,NO,2,NO,---,---,---,---
26May2015,1489,NO,3,NO,---,---,---,---
15Jul2017,876,NO,5,NO,---,---,---,---
15Jun2019,251,NO,1,NO,---,---,---,---
17Nov2018,1010,YES,5,NO,---,---,---,---
28Jun2015,2322,YES,3,NO,---,---,---,---
4Oct2016,2401,YES,4,NO,---,---,---,---
10Sep2018,643,NO,5,NO,---,---,---,---
5Nov2017,727,NO,3,NO,---,---,---,---
20Sep2017,1257,YES,3,YES,4Dec2018,OK,OK,Damage
31Mar2019,240,NO,2,NO,---,---,---,---
21May2016,2612,YES,1,YES,21Nov2019,OK,Damage,OK
2Oct2018,997,YES,4,NO,---,---,---,---
30Nov2015,1024,NO,3,NO,---,---,---,---
18Feb2019,416,NO,2,NO,---,---,---,---
30Dec2017,1468,YES,3,NO,---,---,---,---
3Mar2015,1542,YES,4,YES,31Oct2016,Damage,OK,OK
10Jul2017,1813,YES,2,NO,---,---,---,---
7Nov2017,1089,NO,5,NO,---,---,---,---
27Jul2018,1142,YES,2,NO,---,---,---,---
13Feb2017,849,NO,2,NO,---,---,---,---
9Aug2018,477,NO,3,NO,---,---,---,---
15Apr2016,1535,NO,3,NO,---,---,---,---
4Aug2019,54,NO,4,NO,---,---,---,---
8Jun2016,1656,NO,2,NO,---,---,---,---
11Sep2019,157,NO,4,NO,---,---,---,---
7Oct2019,192,YES,6,NO,---,---,---,---
20Sep2015,2595,NO,4,NO,---,---,---,---
2May2018,1361,YES,3,NO,---,---,---,---
18Sep2019,180,NO,5,NO,---,---,---,---
19Mar2017,2051,YES,3,NO,---,---,---,---
20Apr2017,666,NO,3,NO,---,---,---,---
17Feb2019,360,NO,2,NO,---,---,---,---
26May2018,1164,YES,4,NO,---,---,---,---
18Jun2016,1956,YES,3,NO,---,---,---,---
7Feb2018,910,NO,3,NO,---,---,---,---
10Oct2017,1330,YES,2,NO,---,---,---,---
13Sep2017,456,NO,2,NO,---,---,---,---
18Aug2019,75,NO,1,NO,---,---,---,---
30Jul2016,2402,YES,1,YES,9Jun2019,OK,Damage,OK
6Nov2016,1330,NO,1,NO,---,---,---,---
23Sep2016,2253,NO,7,NO,---,---,---,---
23Jan2016,2959,YES,5,YES,5Nov2018,Damage,OK,OK
7Sep2019,111,NO,5,NO,---,---,---,---
16Jun2016,1715,NO,1,NO,---,---,---,---
24Dec2019,8,NO,4,NO,---,---,---,---
25Sep2015,1555,NO,2,NO,---,---,---,---
4Apr2019,162,NO,2,NO,---,---,---,---
31Dec2017,795,NO,3,NO,---,---,---,---
8Mar2019,347,NO,4,NO,---,---,---,---
21Feb2018,695,NO,3,NO,---,---,---,---
9Apr2017,1487,NO,3,NO,---,---,---,---
7Jan2019,462,NO,2,NO,---,---,---,---
10Aug2015,711,YES,3,YES,1May2016,Damage,OK,OK
27Oct2019,70,NO,1,NO,---,---,---,---
7Sep2017,1831,YES,2,NO,---,---,---,---
7Aug2019,47,NO,3,NO,---,---,---,---
15Sep2017,973,NO,2,NO,---,---,---,---
12Jul2015,1214,NO,2,YES,4Mar2019,OK,OK,Damage
16Oct2017,878,NO,3,NO,---,---,---,---
20Nov2019,42,NO,1,NO,---,---,---,---
22Jun2017,63,YES,4,YES,20Jul2017,OK,OK,Damage
11Oct2017,647,NO,7,NO,---,---,---,---
7Aug2019,176,NO,7,NO,---,---,---,---
30Sep2016,2086,YES,2,YES,1Jul2019,Damage,OK,OK
21Sep2019,145,YES,4,NO,---,---,---,---
4Nov2019,65,NO,5,NO,---,---,---,---
18Mar2019,763,YES,6,NO,---,---,---,---
1May2018,475,NO,5,NO,---,---,---,---
26Feb2016,1457,YES,2,YES,1Jun2017,Damage,OK,OK
16Oct2019,79,NO,1,NO,---,---,---,---
3Oct2017,1453,YES,4,NO,---,---,---,---
31May2017,916,NO,4,NO,---,---,---,---
26Aug2019,84,NO,1,NO,---,---,---,---
29Feb2016,93,NO,5,YES,17May2016,OK,OK,Damage
17Sep2018,460,YES,5,NO,---,---,---,---
15Feb2015,1165,NO,2,NO,---,---,---,---
22Mar2016,1130,NO,3,NO,---,---,---,---
8May2019,204,NO,3,NO,---,---,---,---
27Nov2016,2259,YES,3,NO,---,---,---,---
8Dec2015,2273,YES,5,NO,---,---,---,---
12Oct2015,1199,NO,2,NO,---,---,---,---
15Jan2019,345,NO,3,NO,---,---,---,---
20Jan2019,529,NO,2,NO,---,---,---,---
27Sep2017,984,NO,2,NO,---,---,---,---
20Jun2016,722,NO,5,NO,---,---,---,---
29May2018,856,NO,4,NO,---,---,---,---
21Mar2019,345,YES,3,NO,---,---,---,---
27Jun2019,110,NO,2,NO,---,---,---,---
31Jul2019,153,NO,3,NO,---,---,---,---
26Jul2016,1390,YES,2,YES,7Nov2017,Damage,OK,OK
19Feb2019,706,YES,2,NO,---,---,---,---
11Aug2016,1511,NO,2,NO,---,---,---,---
19Sep2016,1243,NO,2,NO,---,---,---,---
15Jan2017,1072,NO,1,NO,---,---,---,---
12Sep2015,1532,NO,3,NO,---,---,---,---
12Apr2019,55,YES,1,NO,---,---,---,---
31Jan2016,1483,NO,3,NO,---,---,---,---
2Aug2016,2097,YES,2,YES,16Jun2018,Damage,OK,OK
15Sep2017,533,NO,5,NO,---,---,---,---
24Feb2017,1366,YES,3,YES,17Apr2018,Damage,OK,OK
28Oct2016,1691,NO,3,NO,---,---,---,---
8Dec2018,536,NO,2,NO,---,---,---,---
7May2019,252,NO,3,NO,---,---,---,---
28Nov2018,780,YES,2,NO,---,---,---,---
12Jul2017,1010,YES,3,NO,---,---,---,---
8Dec2018,788,YES,2,NO,---,---,---,---
29Jan2015,1715,NO,4,NO,---,---,---,---
6Aug2017,1328,YES,7,NO,---,---,---,---
21Jan2019,599,YES,4,NO,---,---,---,---
20Nov2018,742,YES,3,NO,---,---,---,---
8Nov2019,136,YES,5,NO,---,---,---,---
23Jan2018,904,YES,4,NO,---,---,---,---
14Jul2016,1232,NO,1,NO,---,---,---,---
26Apr2016,809,NO,5,YES,18May2018,OK,OK,Damage
20Mar2018,1026,YES,2,NO,---,---,---,---
28Oct2019,150,YES,2,NO,---,---,---,---
1Jan2017,2398,YES,2,YES,21Feb2019,Damage,OK,OK
27Feb2015,1451,NO,3,YES,25Dec2018,OK,OK,OK
19Aug2015,2356,YES,2,YES,3Jul2019,Damage,OK,OK
2Jan2019,391,NO,5,NO,---,---,---,---
18Jul2016,2740,YES,3,NO,---,---,---,---
3Mar2018,1816,YES,2,NO,---,---,---,---
11Mar2017,921,NO,4,NO,---,---,---,---
18Jul2017,896,NO,4,NO,---,---,---,---
28Sep2016,2255,YES,4,NO,---,---,---,---
8May2016,1780,YES,4,NO,---,---,---,---
31Jan2018,874,NO,3,NO,---,---,---,---
26Dec2016,1018,NO,2,NO,---,---,---,---
4Jun2015,1879,NO,6,NO,---,---,---,---
28Oct2019,45,NO,5,NO,---,---,---,---
15Mar2019,289,NO,2,NO,---,---,---,---
22Apr2017,2328,YES,2,NO,---,---,---,---
23Nov2015,1972,NO,3,YES,21Nov2019,OK,Damage,OK
1Oct2016,817,NO,4,NO,---,---,---,---
9Feb2017,2057,YES,3,NO,---,---,---,---
13Dec2015,1743,YES,3,NO,---,---,---,---
25May2018,278,NO,6,NO,---,---,---,---
20Jul2016,990,NO,2,NO,---,---,---,---
16Dec2018,546,YES,4,NO,---,---,---,---
1May2017,1162,NO,4,NO,---,---,---,---
23Apr2015,2120,NO,3,NO,---,---,---,---
9Jun2015,2071,NO,3,NO,---,---,---,---
20Nov2015,1511,NO,3,NO,---,---,---,---
14May2019,505,YES,2,NO,---,---,---,---
27Jan2017,2081,YES,3,NO,---,---,---,---
11Sep2017,1770,YES,2,NO,---,---,---,---
20Jun2015,2577,YES,2,YES,10Nov2018,Damage,OK,OK
23Aug2019,97,NO,5,NO,---,---,---,---
28Nov2017,799,NO,3,NO,---,---,---,---
13Mar2019,505,NO,6,NO,---,---,---,---
16Jan2017,855,NO,5,NO,---,---,---,---
10Aug2019,106,NO,4,NO,---,---,---,---
24Nov2019,34,NO,2,NO,---,---,---,---
15Jun2015,3071,YES,4,YES,11Sep2019,Damage,OK,OK
19Apr2015,361,NO,2,YES,20May2017,OK,OK,Damage
5Aug2018,522,NO,2,NO,---,---,---,---
24Dec2016,1588,YES,6,NO,---,---,---,---
17Oct2016,1493,NO,1,NO,---,---,---,---
8Jul2015,2508,YES,3,YES,28Dec2017,Damage,OK,OK
28May2017,1808,YES,3,NO,---,---,---,---
18Dec2015,961,NO,5,YES,21Dec2019,OK,OK,OK
16May2016,1772,YES,3,YES,22May2019,Damage,OK,OK
29Aug2019,66,NO,2,NO,---,---,---,---
4Dec2017,983,NO,2,NO,---,---,---,---
17May2015,1471,YES,4,NO,---,---,---,---
8Sep2017,1791,YES,4,NO,---,---,---,---
8Jul2019,238,NO,2,NO,---,---,---,---
1Feb2015,1616,NO,4,NO,---,---,---,---
2Oct2016,547,NO,3,YES,25Feb2019,Damage,OK,OK
6Jan2019,279,YES,3,NO,---,---,---,---
24Sep2018,346,NO,4,NO,---,---,---,---
22Oct2017,477,NO,2,NO,---,---,---,---
2Sep2015,1820,NO,2,NO,---,---,---,---
30Oct2015,1669,YES,4,YES,1May2017,Damage,OK,OK
24Jan2019,219,NO,7,NO,---,---,---,---
5Sep2015,1758,NO,5,NO,---,---,---,---
28Apr2019,133,NO,1,NO,---,---,---,---
23Mar2016,2957,YES,2,NO,---,---,---,---
18May2015,1893,NO,5,YES,30Jul2018,OK,OK,Damage
14Apr2015,1128,NO,2,NO,---,---,---,---
24Mar2019,321,NO,2,NO,---,---,---,---
10Oct2017,8,NO,3,YES,17Oct2017,OK,OK,Damage
30Dec2016,581,NO,5,NO,---,---,---,---
1Sep2019,175,NO,3,NO,---,---,---,---
14Aug2019,339,YES,4,NO,---,---,---,---
18Nov2017,1182,YES,3,NO,---,---,---,---
12Jun2016,1924,YES,2,NO,---,---,---,---
3Jul2018,987,YES,3,NO,---,---,---,---
14Dec2017,1415,YES,2,NO,---,---,---,---
7May2015,2760,YES,3,YES,8Apr2019,OK,OK,OK
6Apr2016,1407,NO,3,NO,---,---,---,---
23Apr2015,3819,YES,2,YES,23Oct2019,Damage,OK,OK
10May2018,1061,YES,3,NO,---,---,---,---
4Dec2015,2753,YES,4,YES,9Mar2019,Damage,OK,OK
30Apr2019,158,NO,4,NO,---,---,---,---
28Oct2018,857,YES,4,NO,---,---,---,---
26Oct2018,443,NO,3,NO,---,---,---,---
10Dec2015,2155,NO,4,YES,25Dec2019,Damage,OK,OK
22Sep2015,1822,NO,1,NO,---,---,---,---
23Jul2018,524,YES,3,NO,---,---,---,---
12Jun2019,430,YES,3,NO,---,---,---,---
24Jan2017,2062,YES,3,YES,30Apr2019,Damage,OK,OK
1Aug2016,1286,NO,1,NO,---,---,---,---
31Mar2018,620,NO,5,NO,---,---,---,---
26Dec2017,489,NO,3,NO,---,---,---,---
30Sep2015,1726,NO,5,NO,---,---,---,---
12Jul2019,176,NO,3,NO,---,---,---,---
9Nov2015,2649,NO,5,NO,---,---,---,---
23Feb2018,764,NO,5,NO,---,---,---,---
17Apr2017,936,NO,3,NO,---,---,---,---
26Aug2016,1497,YES,3,YES,13Jan2018,Damage,OK,OK
1Feb2017,892,NO,2,NO,---,---,---,---
7May2018,432,NO,4,NO,---,---,---,---
9Mar2015,1739,YES,5,YES,2Mar2017,Damage,OK,OK
1Sep2016,2145,YES,3,NO,---,---,---,---
10Jul2018,965,NO,6,NO,---,---,---,---
22Dec2016,1343,YES,3,NO,---,---,---,---
16Feb2015,3142,YES,3,YES,30Jan2019,OK,Damage,OK
2Nov2019,131,YES,2,NO,---,---,---,---
10Sep2016,1534,YES,3,YES,3Jan2019,Damage,OK,OK
21May2019,215,NO,4,NO,---,---,---,---
11Aug2017,2275,YES,4,NO,---,---,---,---
21Nov2017,2013,YES,4,NO,---,---,---,---
16Mar2016,1721,NO,3,NO,---,---,---,---
17Jun2015,1168,NO,3,NO,---,---,---,---
27May2015,2755,YES,2,NO,---,---,---,---
19Oct2019,81,NO,4,NO,---,---,---,---
21Sep2016,1730,YES,5,NO,---,---,---,---
25Jan2019,332,NO,3,NO,---,---,---,---
12Apr2017,994,NO,5,NO,---,---,---,---
19Jun2015,1230,YES,3,YES,29Aug2018,OK,OK,OK
21Nov2015,1623,NO,3,NO,---,---,---,---
6Feb2019,355,NO,2,NO,---,---,---,---
9Jun2015,879,NO,2,YES,31Dec2018,Damage,OK,OK
7Nov2018,349,NO,5,NO,---,---,---,---
1Aug2015,1296,NO,4,NO,---,---,---,---
27Sep2018,915,YES,4,NO,---,---,---,---
29Jun2016,2047,NO,3,NO,---,---,---,---
3Aug2018,277,NO,4,NO,---,---,---,---
17Aug2016,1433,NO,1,NO,---,---,---,---
15Aug2018,1250,YES,2,YES,14Sep2019,Damage,OK,OK
11Aug2019,96,NO,2,NO,---,---,---,---
12Jun2018,731,NO,3,NO,---,---,---,---
1Jul2015,3057,YES,4,YES,23Jun2018,Damage,OK,OK
8Mar2019,904,YES,1,NO,---,---,---,---
30Mar2018,716,NO,3,NO,---,---,---,---
17May2016,753,NO,2,NO,---,---,---,---
9Sep2016,1245,NO,3,NO,---,---,---,---
28Nov2017,610,YES,3,YES,12Aug2018,OK,OK,Damage
7Sep2017,649,NO,2,NO,---,---,---,---
25Oct2017,1876,YES,2,NO,---,---,---,---
7Apr2016,1609,NO,3,NO,---,---,---,---
17Sep2017,1001,NO,5,NO,---,---,---,---
11Dec2018,359,NO,2,NO,---,---,---,---
3Dec2015,1958,YES,7,YES,17Jul2019,Damage,OK,OK
22Mar2015,1742,YES,3,YES,19Dec2016,Damage,OK,OK
9Jan2018,1320,YES,2,NO,---,---,---,---
21Oct2017,612,NO,2,NO,---,---,---,---
1Feb2017,2008,YES,3,NO,---,---,---,---
20Jul2017,874,NO,3,NO,---,---,---,---
5Sep2018,488,NO,5,NO,---,---,---,---
10Apr2019,653,YES,4,NO,---,---,---,---
30Sep2017,917,YES,3,NO,---,---,---,---
20Jan2017,1789,YES,6,NO,---,---,---,---
5Mar2016,1788,YES,5,YES,11Nov2017,Damage,OK,OK
14Jun2018,1370,YES,3,YES,24Aug2019,Damage,OK,OK
21Aug2018,515,NO,2,NO,---,---,---,---
11Apr2018,1100,YES,5,NO,---,---,---,---
7Jun2018,353,NO,4,NO,---,---,---,---
17Apr2016,2883,YES,3,YES,18Sep2019,OK,OK,Damage
12Jul2016,2048,YES,7,YES,27Jan2019,Damage,OK,OK
2May2017,1202,NO,3,NO,---,---,---,---
24Oct2016,1050,NO,4,NO,---,---,---,---
26Mar2017,1766,YES,2,NO,---,---,---,---
1Dec2019,64,YES,3,NO,---,---,---,---
5May2019,170,NO,3,NO,---,---,---,---
2Oct2017,667,YES,2,NO,---,---,---,---
21Dec2017,608,NO,4,NO,---,---,---,---
22Jul2016,1235,NO,5,NO,---,---,---,---
26Jan2018,826,NO,1,NO,---,---,---,---
27May2016,2700,YES,2,NO,---,---,---,---
14Dec2019,36,YES,1,NO,---,---,---,---
20Aug2018,497,NO,4,NO,---,---,---,---
22Apr2018,181,NO,1,NO,---,---,---,---
30Mar2018,473,NO,4,NO,---,---,---,---
17Mar2018,933,YES,5,NO,---,---,---,---
13Aug2018,844,YES,6,NO,---,---,---,---
6Jul2018,494,NO,4,NO,---,---,---,---
15Nov2016,2467,YES,2,NO,---,---,---,---
11Sep2019,103,NO,4,NO,---,---,---,---
25May2016,1614,YES,3,NO,---,---,---,---
27Feb2019,544,NO,2,NO,---,---,---,---
16Apr2015,1341,NO,3,NO,---,---,---,---
28Feb2018,1093,YES,3,NO,---,---,---,---
18Sep2018,563,NO,3,NO,---,---,---,---
9May2016,1724,YES,6,NO,---,---,---,---
19Nov2019,49,NO,1,NO,---,---,---,---
13Mar2018,18,YES,4,NO,---,---,---,---
8Mar2015,2116,NO,4,NO,---,---,---,---
12Oct2017,652,NO,3,NO,---,---,---,---
10Sep2018,497,NO,4,NO,---,---,---,---
2Mar2015,3357,YES,3,YES,29Aug2019,OK,Damage,OK
3Jun2015,2957,YES,2,YES,21Feb2018,Damage,OK,OK
23Apr2015,2432,YES,1,YES,29Jul2018,OK,Damage,OK
5Oct2016,1239,NO,2,NO,---,---,---,---
8Mar2015,2507,YES,3,YES,7Aug2017,Damage,OK,OK
25Mar2017,995,NO,3,NO,---,---,---,---
10Aug2019,277,YES,5,NO,---,---,---,---
5Jan2018,1565,YES,2,NO,---,---,---,---
29Aug2018,836,YES,2,NO,---,---,---,---
2Oct2016,668,NO,2,NO,---,---,---,---
18Jan2015,2192,YES,4,NO,---,---,---,---
3Oct2018,482,NO,4,NO,---,---,---,---
26May2018,900,YES,3,NO,---,---,---,---
4Sep2016,1646,NO,1,NO,---,---,---,---
17Aug2017,1105,YES,3,NO,---,---,---,---
21Nov2017,518,NO,3,NO,---,---,---,---
29Dec2016,1242,YES,5,NO,---,---,---,---
8Mar2019,753,YES,3,NO,---,---,---,---
21Feb2016,2743,YES,5,NO,---,---,---,---
5Mar2019,951,YES,5,NO,---,---,---,---
6Jul2015,3015,YES,5,NO,---,---,---,---
21Nov2017,651,NO,4,NO,---,---,---,---
11Jan2019,279,YES,3,NO,---,---,---,---
4Dec2018,701,NO,3,NO,---,---,---,---
29May2016,1337,NO,4,NO,---,---,---,---
15May2019,111,NO,2,NO,---,---,---,---
27Mar2017,1838,YES,6,NO,---,---,---,---
16Sep2016,904,NO,5,NO,---,---,---,---
10Aug2018,366,NO,4,NO,---,---,---,---
25Sep2015,3259,YES,3,YES,23Sep2019,OK,Damage,OK
8Jul2018,692,NO,5,NO,---,---,---,---
29Nov2015,2271,YES,3,NO,---,---,---,---
25Sep2016,1420,NO,4,NO,---,---,---,---
30Mar2017,1419,YES,2,NO,---,---,---,---
21Jun2016,1524,YES,2,NO,---,---,---,---
25Jul2019,117,NO,4,NO,---,---,---,---
4Jan2018,741,NO,4,NO,---,---,---,---
4Feb2017,1200,NO,4,NO,---,---,---,---
6Aug2015,2270,YES,3,YES,13Nov2017,Damage,OK,OK
29Feb2016,22,NO,3,YES,18Apr2016,OK,OK,Damage
6Feb2018,1147,YES,6,NO,---,---,---,---
8Jun2018,899,NO,3,NO,---,---,---,---
4Nov2017,1238,YES,4,NO,---,---,---,---
8Oct2016,2695,YES,2,NO,---,---,---,---
29Dec2017,1722,YES,1,NO,---,---,---,---
5Nov2019,128,YES,5,NO,---,---,---,---
14Dec2016,1011,NO,3,NO,---,---,---,---
7Apr2019,811,YES,4,NO,---,---,---,---
19Mar2015,3732,YES,5,NO,---,---,---,---
14Feb2017,2260,YES,3,NO,---,---,---,---
10Feb2015,1289,NO,2,NO,---,---,---,---
28Feb2015,194,NO,4,NO,---,---,---,---
29Jun2015,568,YES,2,YES,18Jul2016,OK,OK,Damage
18Sep2019,120,YES,2,NO,---,---,---,---
19Mar2018,509,NO,4,NO,---,---,---,---
26Sep2015,960,NO,3,NO,---,---,---,---
13Mar2017,734,NO,5,NO,---,---,---,---
9Jan2017,1166,NO,2,NO,---,---,---,---
27Feb2016,1475,YES,3,NO,---,---,---,---
9Jun2018,1330,YES,8,NO,---,---,---,---
1Feb2016,2415,YES,2,NO,---,---,---,---
26Feb2019,817,YES,2,NO,---,---,---,---
19Jul2018,1039,YES,2,NO,---,---,---,---
13Aug2017,979,NO,3,NO,---,---,---,---
8Apr2015,607,NO,4,NO,---,---,---,---
14Feb2018,825,NO,1,NO,---,---,---,---
12Nov2018,942,YES,5,NO,---,---,---,---
29Nov2016,911,NO,4,NO,---,---,---,---
14May2018,243,YES,3,YES,15Sep2018,OK,OK,Damage
22Feb2015,2652,YES,3,YES,21Mar2018,Damage,OK,OK
17Dec2015,1409,NO,2,NO,---,---,---,---
31Aug2018,488,NO,3,NO,---,---,---,---
21Apr2017,678,NO,7,NO,---,---,---,---
30Mar2017,837,NO,4,NO,---,---,---,---
26Jan2019,462,NO,4,NO,---,---,---,---
20Jul2019,435,YES,1,NO,---,---,---,---
23Jul2019,206,NO,4,NO,---,---,---,---
1Aug2019,108,NO,2,NO,---,---,---,---
29Aug2019,317,YES,3,NO,---,---,---,---
12Sep2017,934,NO,3,NO,---,---,---,---
23Mar2018,1031,NO,2,NO,---,---,---,---
21Apr2015,2396,YES,5,NO,---,---,---,---
27Jan2017,1027,NO,6,NO,---,---,---,---
2Aug2017,1581,YES,3,YES,19Feb2019,Damage,OK,OK
18May2018,1045,YES,2,NO,---,---,---,---
23Oct2016,1501,NO,2,NO,---,---,---,---
28Dec2016,1181,NO,2,NO,---,---,---,---
23Mar2016,1017,NO,3,NO,---,---,---,---
16Oct2015,1355,NO,2,NO,---,---,---,---
27Aug2017,1401,YES,2,YES,21May2019,Damage,OK,OK
2Jan2019,529,NO,4,NO,---,---,---,---
19Mar2017,1216,NO,4,NO,---,---,---,---
13Oct2018,428,NO,3,NO,---,---,---,---
11Mar2018,492,NO,4,NO,---,---,---,---
25Jun2019,526,YES,4,NO,---,---,---,---
30Nov2016,1165,NO,2,NO,---,---,---,---
5Oct2019,113,YES,5,NO,---,---,---,---
21Jul2018,436,NO,3,NO,---,---,---,---
25Aug2019,285,YES,5,NO,---,---,---,---
15Nov2016,1332,NO,4,NO,---,---,---,---
4Dec2018,347,NO,3,NO,---,---,---,---
5Feb2016,3011,YES,5,YES,4Jul2019,Damage,OK,OK
5Jun2017,1054,YES,2,NO,---,---,---,---
28May2018,746,YES,3,NO,---,---,---,---
26Apr2017,922,NO,1,NO,---,---,---,---
11Sep2019,137,YES,2,NO,---,---,---,---
12Sep2016,1162,NO,3,NO,---,---,---,---
1Jan2015,1829,NO,6,YES,24Jul2018,OK,OK,Damage
1Feb2016,1915,NO,2,NO,---,---,---,---
7Mar2015,2509,NO,4,NO,---,---,---,---
27Sep2016,1387,NO,3,NO,---,---,---,---
28Jun2015,1318,NO,5,NO,---,---,---,---
26Aug2018,684,NO,4,NO,---,---,---,---
5Sep2018,1086,YES,3,NO,---,---,---,---
1Apr2018,1428,YES,2,NO,---,---,---,---
6Jun2019,86,NO,4,NO,---,---,---,---
28Jul2015,2262,YES,5,YES,16Jun2018,Damage,OK,OK
7May2016,626,NO,1,NO,---,---,---,---
4Jun2019,218,NO,2,NO,---,---,---,---
9Nov2019,140,YES,3,NO,---,---,---,---
5Jul2019,229,NO,3,NO,---,---,---,---
25Jun2018,448,NO,3,NO,---,---,---,---
27Aug2019,255,YES,3,NO,---,---,---,---
28Sep2018,684,YES,5,NO,---,---,---,---
